Período,Fecha de nacimiento,Sexo,NivelFormativo,Discapacidad,Inmigrante,Perceptor,DificilInsercion,Tipo acción,Colocacion,FechaColocacion,FechaFinContrato,TipoContrato,,
11/21,20/12/1990,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,27/07/1963,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,11/02/1969,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/02/1992,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,23/01/1972,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,04/09/1973,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,06/08/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,13/03/1971,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,06/02/1987,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,04/12/1990,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,12/04/1990,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,06/08/1976,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,21/02/1984,Hombre,Estudios primarios,N,N,N,N,Intento colocación,N,,,,,
11/21,01/10/1993,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,30/09/1985,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,18/02/1991,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,23/07/1963,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,28/03/1989,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,31/12/1993,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,10/05/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,18/04/1956,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20211102,,Contrato de duración determinada a tiempo parcial,,
11/21,18/04/1956,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/09/1965,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,19/09/1965,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,14/01/1965,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,02/09/1994,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,10/05/1971,Hombre,Estudios primarios,S,N,N,S,Intento colocación,N,,,,,
11/21,03/05/1969,Hombre,Estudios primarios,S,N,S,S,Intento colocación,N,,,,,
11/21,31/05/1965,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,13/04/1964,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,27/10/1972,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,10/09/1983,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
11/21,31/03/1983,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,30/01/1983,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,09/07/1992,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,11/03/1971,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,06/11/1962,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,09/10/1962,Hombre,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
11/21,28/05/1967,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,15/01/1973,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,14/08/1982,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,29/10/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,18/07/1994,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,06/04/1966,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/06/1989,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,28/07/1979,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
11/21,28/07/1979,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,13/08/1988,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,22/06/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,15/11/1978,Hombre,Estudios post-secundarios,N,N,S,N,Intento colocación,N,,,,,
11/21,10/03/1996,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,21/08/1967,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,24/01/1988,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,22/04/1957,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,16/03/1985,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/04/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,03/09/1962,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,24/02/1959,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,24/01/1966,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,24/01/1966,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,30/07/1965,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,19/08/1977,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,29/05/1974,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,03/04/1968,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,22/08/1968,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
11/21,30/05/1967,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,16/05/1994,Mujer,Estudios secundarios,S,N,S,S,Intento colocación,N,,,,,
11/21,10/12/1963,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,01/01/1959,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,12/05/1985,Hombre,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,20/04/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,20/02/1987,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,19/12/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,06/07/1968,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,06/12/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,28/12/1965,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,21/12/1969,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,25/08/1960,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,13/04/1996,Mujer,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,18/12/1975,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,18/06/1978,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,23/12/1996,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,06/05/1987,Mujer,Estudios secundarios,S,N,N,S,Alta,N,,,,,
11/21,06/05/1987,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,07/07/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,13/04/1985,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,28/01/1984,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,10/08/1972,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,21/04/1996,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,21/04/1996,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,21/04/1996,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,16/07/1992,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,03/06/1994,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,21/03/1960,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,24/07/1973,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,01/03/1969,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,02/10/1977,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,03/07/1972,Mujer,Estudios post-secundarios,N,N,N,S,Colocación,S,20211113,,Contrato de duración determinada a tiempo parcial,,
11/21,03/07/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,15/12/1979,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,12/07/1972,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,20/07/1995,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,14/09/1962,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
11/21,01/02/1978,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,11/10/1994,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/12/1971,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,29/05/1989,Hombre,Estudios primarios,S,N,N,S,Intento colocación,N,,,,,
11/21,29/06/1996,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,31/08/1977,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,05/07/1981,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,01/06/1974,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,28/01/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/04/1971,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,16/01/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,20/05/1991,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,27/09/1991,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,08/01/1995,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,20/08/1994,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,04/01/1957,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,22/08/1964,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,09/01/1969,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,16/02/1979,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,12/03/1997,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,30/11/1977,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,06/02/1981,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,20/10/1976,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,01/07/1980,Mujer,Estudios post-secundarios,S,N,N,S,Alta,N,,,,,
11/21,03/04/1962,Mujer,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,09/05/1975,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,15/11/1985,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,05/12/1970,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,05/08/1990,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,17/07/1991,Mujer,Estudios post-secundarios,N,S,S,S,Intento colocación,N,,,,,
11/21,21/10/1974,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,21/11/1994,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,11/12/1994,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,20/02/1987,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,22/10/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,05/02/1959,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,24/11/1985,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,17/11/1989,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,29/05/1981,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,27/08/1967,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,03/05/1973,Mujer,Estudios secundarios,N,S,S,S,Intento colocación,N,,,,,
11/21,19/05/1971,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,23/03/1987,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,01/10/1963,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/05/1962,Hombre,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,25/10/1972,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
11/21,26/04/1973,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,18/09/1967,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,28/01/1985,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,03/01/1969,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,17/08/1994,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,15/10/1992,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,03/06/1993,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,16/08/1996,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,31/01/1970,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/10/1980,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,05/05/1967,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,03/12/1974,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,12/09/1971,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
11/21,12/09/1971,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,24/05/1977,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,24/05/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,07/02/1962,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/02/1985,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,04/08/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,23/11/1989,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,19/06/1972,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,09/05/1997,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,07/04/1973,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,23/05/1966,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,17/09/1975,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,10/01/1983,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,11/09/1979,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,17/06/1985,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,14/03/1983,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,05/09/1966,Hombre,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,25/10/1982,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
11/21,04/02/1979,Hombre,Estudios post-secundarios,N,N,S,N,Intento colocación,N,,,,,
11/21,22/07/1976,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/04/1997,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,24/12/2000,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,12/08/1966,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/01/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,01/04/1991,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,08/12/1960,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,21/08/1968,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
11/21,25/09/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,28/11/1994,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,07/02/1968,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,09/09/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,23/08/1962,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
11/21,26/10/1987,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,11/06/1967,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,23/01/1984,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,15/04/1964,Mujer,Estudios primarios,N,S,N,S,Alta,N,,,,,
11/21,12/03/1997,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,19/07/1994,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/08/1972,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,20/10/1964,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,22/06/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,13/01/1979,Mujer,Estudios post-secundarios,N,N,N,S,Colocación,S,20211105,,Contrato de duración determinada a tiempo parcial,,
11/21,19/02/1987,Mujer,Estudios secundarios,S,N,N,S,Colocación,S,20211115,,Contrato de duración determinada a tiempo completo,,
11/21,27/03/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,04/11/1969,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/03/1990,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
11/21,23/03/1971,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,14/06/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,22/12/1961,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,22/10/1992,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,08/05/1978,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,26/06/1972,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
11/21,20/09/1968,Hombre,Estudios secundarios,S,N,N,S,Alta,N,,,,,
11/21,23/06/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,11/07/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,22/02/1972,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
11/21,21/04/1971,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,03/09/1966,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/04/1968,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,10/02/1973,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,07/12/1976,Mujer,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
11/21,06/08/1974,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,13/07/1988,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,24/10/1969,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,24/10/1969,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,15/12/1960,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
11/21,17/01/1986,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
11/21,24/07/1991,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,04/07/1957,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,25/03/1973,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,12/03/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,08/06/1978,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
11/21,10/02/1996,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
11/21,10/02/1996,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,15/05/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,01/05/1968,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,06/06/1998,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,19/06/1989,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,24/05/1979,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
11/21,16/01/1974,Mujer,Sin estudios,N,N,N,S,Intento colocación,N,,,,,
11/21,23/09/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,02/01/1977,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
11/21,06/08/1959,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
11/21,13/09/1974,Mujer,Sin estudios,S,N,N,S,Intento colocación,N,,,,,
11/21,03/06/1992,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,05/06/1974,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,21/10/1959,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,05/07/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,10/06/1969,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,21/03/1984,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,15/12/1995,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
11/21,28/02/1969,Hombre,Estudios primarios,S,N,N,S,Intento colocación,N,,,,,
11/21,17/03/1981,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
11/21,15/09/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,04/08/1992,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,16/10/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
11/21,06/08/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
11/21,24/09/1974,Mujer,Estudios post-secundarios,N,S,N,S,Colocación,S,20211102,,Contrato de duración determinada a tiempo parcial,,
11/21,24/09/1974,Mujer,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
11/21,26/09/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
